app,review,rating
카카오톡,멀티프로필 다시 메인으로 끌어와라 숨겨져있는거 찾는데 개오래걸림 그리고 소식이건 숏폼이건 광고건 안궁금하다,1
카카오톡,최악. 친구목록이 바로 뜨게 고정해놔도 강제로 소식탭으로 바꿈,1
카카오톡,님들 패밀리 링크 때문에 유튜브 인스타 못하는 분들 카톡 이용하세요 샵 검색으로 인스타 유튜브 치면 할수있습니다,5
카카오톡,즐겨찾기 추가했는데 안되네요,1
카카오톡,업데이트 하라고 그만 물어봐라. 앱도 중딩보다도 못만들어놓고 앱켜기만 하면 자꾸 물어보네,1
카카오톡,업체에서 오는 광고와 일반채팅방을 구분하는 기능이 있었으면 좋겠어요 광고 때문에 중요한 메세지들을 못 읽고 넘어가버린 경우가 종종 있어서요,2
카카오톡,다른 메신저 서비스가 없어서 쓰는 중. 그것 뿐,1
카카오톡,다른 메신저가 있다면 다른 메신저를 쓰고 싶다. 업데이트를 안하려고 막아뒀더니 이제 알림이 안 와서 눈물을 머금고 업데이트한다.,1
카카오톡,미친 게시물 좋아요알림 뭐임???스크롤 내리다 엉뚱한 사람 게시물 하트 잘못눌렀는데 회수해도 알림간다는거임? 개끔찍하네,1
카카오톡,쓰레기 같은 숏폼 분리하던가 삭제좀 해,1
카카오톡,왠지 계속 쓰기 편하다,5
카카오톡,업 할수록 친따 어플,1
카카오톡,요즘 자꾸 친구피드 띄워서 구버전 apk받아서 깔았더니 대화복원을 못 하게 막아놨네? 이 영악한 놈들,1
카카오톡,0점이 있으면 0점 주고 싶습니다. 왜 모르는 사람들 프사까지 강제로 봐야하죠??? 귀찮아서 인스타도 안하는데 맨날 이상한 기능만 추가하더니 드디어 맛이 갔네요 제발 숏폼좀 지워주시고 소식탭 만들꺼면 탭 삭제하기라도 넣어주세요. 그리고 친구목록 접기는 왜 사라진건가요???? 카톡에 친한 사람뿐 아니라 일반 지인들도 있는데 일일히 프사 보고싶지 않습니다,1
카카오톡,첫화면을 강제로 채팅이 아닌 친구목록으로 바꿔버리는거 정말 열받네. 카카오 너네 언제 망하나 두고보자.,1
카카오톡,오늘 부터 갑자기 접속자체가 안되길래 찾아봤더니 버전이 높아야 이제된다는걸보고 이제 놓아줘야 되나 생각했습니다 분발하십쇼. 저희가 원하는게뭔지 생각하란말입니다,1
카카오톡,안쓰고싶지민....,1
카카오톡,개쓸때없는 숏폼같은 쓰레기만들어서 데이터 쳐먹게 할려고 별짓거릴 다하네,1
카카오톡,웹버전 제발 만들어달라. 인트로 애니메이션 넣지말고 빠르게 보여줘라. 하다못해 옵션에서 끄게 해달라.,1
카카오톡,"업데이트하고, 별, 1 개도 아까움 예전이 그리움.... 소식탭 좀 없애요 쫌!! 그리 어려워요??? 새로바꾸고 싶으면 카카오 직원들끼리만 내부테스트나 사내 메신저용으로 쓰라고요!!!! 업데이트 프로필도 보기 싫어요!! 궁금하지도 않고!!! 아 진짜 불편 !!!!!!!!",1
카카오톡,만족합니다.,4
카카오톡,다 좋고 AI 추가한것도 좋은데 인스타랑 비슷하다보니까 살짝 불쾌감이라 해야되나? 무튼 그거랑 남에 사진 보고싶지는않았는데 띄워줘서 살짝 불편하네요.,3
카카오톡,멋대로 켜지는 친구탭에 몰매 맞고 되돌린 버전 꾸역꾸역 다시 들고와요?,1
카카오톡,배리굿!,5
카카오톡,친구탭 디폴트가 왜 프로필 리스트가 아니라 소식인가요? 보기싫고 불편해요 컨트롤이라도 할수있게 해주세요 그러면 자동으로 온국민이 스크롤중독 될거라고 생각하신건지,1
카카오톡,좋아요,5
카카오톡,은근슬쩍 소식탭으로 한번씩 켜지게 해놨넼ㅋㅋㅋ가지가지들 한다,1
카카오톡,앱이 쓰레기니까 주가가 이모양이지,5
카카오톡,아니 알림 꺼놓은 채팅방 왜 죄다 알림 뜨나요? 오류면 빨리 수정해주세요 제발진짜,1
카카오톡,너무 편해,5
카카오톡,너무 불편한거 모르지않으실듯..,1
카카오톡,업테이트... 어쩔 수 없이 했는데 불만족스럽네요,1
카카오톡,효율적이며 편리합니다!!!!,1
카카오톡,잘함조아요,5
카카오톡,모르겠다,2
카카오톡,"하하하하하하하하하하하하ㅡ하하하하하하하하하하하하하하하하하하하하하 모두가안전하게대화해요?? 정말 간절하게 부탁할게요. 숏폼 삭제, 무분별한 광고 삭제. 그리고 친구탭에 추가된 모두가 친구라고 단정짓지 말기. 친구탭에는 사이 안 좋은회사 동료, 일면식 없는 학교 선배, 보기 싫은 친척들 아니면 이상하고 다른 사람들도 있습니다. 제발 바꿔주세요. 제발제발제발제발 저 이 업데이트 때문에 프사 이상하다고 온갖 조리돌림 당했어요. 제발제발바꿔주세요바꿔바꿔바꿔바꿔바꿔바꿔바꿔바꿔바꿔바꿔바꿔바꿔바꿔주세요제발제발제발제발저이앱이용하는이유가사적인이유때문이에요사적인이유아니면이앱 이용안해요. 카톡아, 우리 업뎃전까지는 친했잖아... 하하하하하하하하하하하하하하하하하하하하하하하하하하하하하하하하하하하하하하하하하하하하하하하하하하하하하하하하하하하하하하하하하하하하하하하하하하하하하하하하하하하하하하하하하하하하하하하하하하하하하하하하하하하하하하하하하하하하하하하하하하하하하하하하하하하하하하하하하하하하하하하하하하하하하하하핳",1
카카오톡,프로필어쩌구는 그럴수있다치죠 오픈채팅 답장은 돌려줘요;; 댓글된걸로 바로볼수있는것도좋고 다좋은데 답장으로 롤백좀 해주시죠 진짜,2
카카오톡,광고찌라시 처보낼생각하지말고 고객센터 관리나 똑바로하세요,1
카카오톡,업데이트 친구 누르면 프로필 보는걸로 롤백좀. 어설프게 인스타 따라하려는 욕심 좀 작작,1
카카오톡,인터넷폰으로 카톡하고있는데 업데이트가 인되네요,2
카카오톡,카카오톡 업데이트 하면서 새로운 프로그램에 대한 의견 입니다: 개인들의 카톡이 너무 많이 공개 되는거 갔아요 이건 아니라고 봐요,5
카카오톡,그냥 제가 할말을잃었어요,1
카카오톡,처음으로 리뷰를 써봅니다 업데이트한 친구 이것좀 없애주시면 안되나요?! 계속 빨간점으로 맨위에 죽치고 있어서 궁금하지도 않은데 봐야해서 스트레스받네요;;,1
카카오톡,또 이상한거 해놨네. 제발 아무것도 하지마!!!! 왜 프로필 업데이트되면 인스타처럼 보여주기하냐고. 따라하는거밖에 안하니???,1
카카오톡,숏폼 없애달라고요 진짜 별 한개도 아까움 차라리 유료로 하고 전으로 돌려줘요,1
카카오톡,미패드도 태블릿버전 쓰게해줘요,1
카카오톡,업데이트 하면 개인설정 해놓은 거 초기화 좀 하지마세요 매번 업데이트 될 때마다 초기화 되어서 항상 개인설정 가서 바꿔야하는데 짜증나네요,1
카카오톡,티맵은 핸폰에서 지원 가능한 마지막 버전 기준으로 사용이 가능한데 국민 메시저라고 하는 카카오톡도 마지막 지원 버전에서 메시지와 파일 주고 받는 기능만 제공하면 되는데 그게 어렵나 그러니 카카오가 네이버울 뛰어넘지 못하는 것이 아닐까,1
쿠팡,트ㅡ드2 3개월 ㅡ5ㄴ,3
쿠팡,잘 쓰고 있습니다.,5
쿠팡,"바둑판식 배열 사용 하려면 우측 상단 쿠팡랭킹순 오른쪽 아이콘 누르라고 하셨는데, 아예 우측 상단에 버튼이 없어여;;;",2
쿠팡,정말 불편하네요. 낚아채기 짜증나서 탈팡합니다.,1
쿠팡,쓰레기어플.. 뭐가 맨날 네트워크 상태가 안원활해요,1
쿠팡,11번가 네이버에는 상품문의하기가 있는데. 쿠팡은 아무리 찾아봐도 상품문의하기가 없다 너무 불편하다 그리고 어떤 상품은 상품 상세보기 확대가 되고. 어떤 상품은 확대가 전혀 안 된다. 11번가 네이버 는. 상세보기 확대가 백프로 됨. 댓글을 내가 시간 있을 때 남기고 싶은데 댓글 남기는곳 도 없다. 쇼파 구입했는데. 화면에 보이는 것처럼 완제품인 줄 알았는데. 조립안된 엄청난 크기 상품배달 반품. 쿠팡 기사 분한테 너무 미안. 황당 상품 상세보기 설명에는 고객님께서 직접 조립해서 사용해야 된다는 표기가 아예 없음. 맨 밑에. 너무나 작은 글자로. 다리 설치하는 것만 설명. 그것 조차 글씨가 너무 작아서 보기 힘듦. 확대도 전혀 안 되고.,3
쿠팡,"3세 이상인데, 왜 결제 안돼여..?ㅠㅠ",1
쿠팡,"이제 쿠팡쓴지 10년이 넘었네요 현관문이 바로 인도라 택배도난이 잦아서 이사가고싶지만, 사정이있어서 못가고있어요 상담신청으로 원만히 해결되어서 여러모로 편리해요 항상 감사합니다 전쟁으로 제품이 많이 리뉴얼되는게 너무 슬프네요 돈이 문제가아니라, 제품의 문제로 다른 상품을찾아야하는 어려움이 힘들어요ㅜ",5
쿠팡,설치해두면 납치광고의 목적지로 활용되는 악성앱입니다.,1
쿠팡,회원가입제로하니 부담되고 정보유출에도 사과없으니 싫다,1
쿠팡,재가입하려는데 인증 다 막아두고 시스템오류 잠시후 시도해주세요만 1년내내 띄어둘거면 일을 뭐하러함,1
쿠팡,오너리스크의 적절한 예,1
쿠팡,처음과 달리 문제가 생겨도 잘 해결도 안해주고.관리자는 고객응대시 거만하고. 돈 많이 버니까 고객은 홀대하네요.,1
쿠팡,김범석 개같이망했으면,1
쿠팡,안 눌렀는데 자꾸 실행됨 불법 쿠팡,1
쿠팡,반성해라,1
쿠팡,"다른건 다 괜찮은데 로켓배송 00000원 이상 구매시 무료배송 <- 이게 불편하네요 뭔 강매하는것도 아니고 앱 자체가 ""무료배송을 받고 싶으면 가입하셈~^^"" 이라는 마인드여서 좀 열받습니다. 그리고 그놈의 판매자 로켓 볼때마다 쿠팡 지워버리고싶은 마음만 생깁니다 '나중에 해택받기' 누르면 결제는 되야하는거 아닌가요? 결제 안되면 뭐 어쩌라는거에요? 뭔 답정너들인가요? 쿠팡 아니면 쓸만한 쇼핑앱이 없어서 참고 쓰는데 자꾸 이따위로 관리하시면 앱 삭제하는 회원 많을테니까 생각 잘하시죠",1
쿠팡,어플 자체는 쓰레기급,1
쿠팡,모바일 로그인 안되네요 모바일로그인으로 넘어가지않고 인터넷 페이지에서 로그인하면 데이터 요청 실패했습니다만 뜹니다,1
쿠팡,와우 가입 안하니까 자꾸 와우 가입하라고 광고 띄우지 마세요 좀..,3
쿠팡,하 엄마두진 광고좀 적당히 내보내라 스트레스 받아 죽겠네 테무랑 다른게 뭐노,1
쿠팡,업데이트 적당히좀...,1
쿠팡,잘 쓰고있다가 고객확인제도 실명확인이 안되다고 뜨는데 어떻게 하면되지요?,5
쿠팡,one ui8.5랑 충돌남 (전부 최신인데요?;;),2
쿠팡,왜자꾸. 앱을 바꿔요?편하라고 업그레이 한다며 처음 할때가 편리했어요 갈수록 사용하기불편합니다 별로 이용 안하고 싶어져요 지금도 본인 의사와 무관 강제적 업그레이드 짜증나,3
쿠팡,"탈퇴후, 재가입..쿠폰 주고, 주자마자, 갑자기? 빼가는건 무슨경우? 어이상실! 주질말든가? 너무하는거아닙니까? 느구 약올립니까? 고민하고, 가입한건데, 또, 후회하게되네.아무 대책도 없으면서😐",1
쿠팡,왜 계속 스치기만 해도 납치광고가 뜨나요?? 미국기업이라 한국에서 막해도 된다고 교육받았나요??,1
쿠팡,악덕 기업 탈팡~!!!,1
쿠팡,배송시에 물건을 문 옆에 두어야하는데 문앞에 놓아서 문을 못여는데 시정해주세요,5
쿠팡,와우 회원가입 광고 하는건 좋은데 상품 결함으로 반품 하려는데 마치 와우 회원이 아니면 무조건 5천원 내야지 반품되는 듯 한 광고성 배너 같은건 좀 쳐 하지마라 일단은 반품신청 해보니 상품 결함으로 인한 반품은 반품비 없다고 하는데 배너에는 반품 마지막 단계에서 5천원 내고 반품 진행하기 or 와우멤버쉽 등록 후 무료 반품하기 라고 배너를 쳐 띄우네 욕 쳐 먹고싶어서 그러냐 개 빡치게 멤버쉽 광고는 좋다 이거야 그런데 최소한 혼동되는 광고는 쳐 하지 말아야지,1
쿠팡,다른건 좋은데 와우회원 아니면 로켓배송은 19800원 넘어야 하는게 맞나요? 사고싶은데 사지도못해서 짜증나요,1
쿠팡,폰번호 변경하고 가입한적도 없는데 전에 번호 쓰던 사람이 쓰다 탈퇴해서 하나머니 신규가입 리워드 주지도 않네 ㅡㅡ,1
쿠팡,최악,1
쿠팡,다 좋은데 집하는 해놓고 배송이 늦어지면 늦어진다고 일찍 연락을 주셔야 할터인데 토요일에 써야해서 화요일에 주문한걸 금요일 도착예정이라 해놓고 금요일 저녁에 배송이 지연된다 연락하면 전 다른걸 주문도 못하는 상황이라 토요일에 큰일날 뻔 했는데 이번엔 겨우 알아서 해결했지만 개선 좀 하셨으면 좋겠네요,2
쿠팡,예전에는 어플로 구매해도 기본결제수단으로 사용 체크 버튼이있어서 편했는데 이게 없어져서 무조건 기본 결제수단으로 변경되니 어른이랑 쓰기가 너무 불편합니다 저야 바꿔서 쓰면되지만 어른들은 선택할줄을 모르니까요 잠깐 다른카드로 결제하려해도 이부분이 걸려서 쉽게 못하겠아요,3
쿠팡,월 회비 까지 받아 먹으면서 로캣배송 인데 2일동안 안 보내네,1
쿠팡,좋아요,5
쿠팡,왜 자꾸 광고에서 못가게 해? 마인크래프트 해야 하는데! 이 쓰래기앱! 이 앱 왜함?,1
쿠팡,"저희 할머니가 몇달동안 와우 결제가 된 사실을 모르고 쿠팡을 이용하고 계셨습니다 잘못 누르셨나보다 하고 취소했었는데 그 후에도 가끔씩 보면 와우 결제가 돼있더라고요 왜그러지? 왜 자꾸 잘못 누르시지? 하고 매번 취소해드렸었는데 오늘 쿠팡에서 뭘 좀 찾아달라고 저를 부르셔서 결제까지 도와드리는 중에 장바구니 담기, 바로 구매 버튼이 있길래 바로 구매 버튼을 눌렀습니다 멤버십 결제하고 시작하기와 나중에 혜택받기 버튼이 있길래 당연히 나중에 혜택받기를 눌렀는데 그냥 결제창이 사라져 버렸습니다 결제하려고 시도를 해도, 멤버십을 결제하지 않으니 결제 자체가 안됩니다 장바구니에서 결제를 하려고 했더니 그것조차도 멤버십 결제창만 뜨고 구매가 되질 않네요 저희 할머니처럼 잘 모르시는 분들은 이런식의 결제 유도 조심하시고 그냥 탈팡하세요~",1
쿠팡,광고 푸시 동의 철회를 들어갈때 마다 해야하는 사용자 경험은 누구 대가리에서 나온 발상이냐?,1
쿠팡,다 좋은데 좀 목 조르고 싶은 부분은 쿠팡체험단만 보면 화가 나네요잉 공짜로 물건 쓰면서 oo맘 이름 달고 알지도 못하는 물건 리뷰하면서 단순히 너무 좋아요~ 이런 거만 보면 화가 나네요잉~ 왜 체험단 리뷰를 제일 위로 올려서 읽어봤자 도움 1도 안되는 정보를 알려주는지 모르겠어요 좀 건설적인 피드백이 리뷰에 있어야 진짜로 뭐가 좋고 별로인지 판단할 텐데 맨날 별점 5점에 체험단 이거만 보면 머리가 뜨거워져요!! 이런 저 정상인가요?,5
쿠팡,"제 아이디로 로그인시 검색이안되고 "" 일시적으로 사용자가 증가하여 서비스 접속이 원할하지 않습니다."" 라고만 뜸 아예 검색을 못합니다. 앱 재설치, 데이터 캐시삭제를 해도 똑같아요. 와이프 아이디 지인아이디로 같은 기기에서 로그인시에는 검색결과가 정상적으로 잘나옵니다. 반대로 와이프 폰에서 로그인해보면 와이프아이디는 정상적으로 되는데 제아이디만 검색이안됩니다. 어제부터인가 제품 공유하기 UI가 변경되었었는데 그후부터 이런 문제가 발생한거같은데 해결점 부탁드려오 ㅠㅠ",3
쿠팡,매번 접속할때마다 사용자가 많아서 안됀다고 떠서 사용 자체가 불편해요,1
쿠팡,멤버십 해지는 진짜 잘 안 보이게 해고 유지하라고 하거나 추가 결제만 유도하네.,1
쿠팡,전에는 제품 보는 방식을 변경할수 있었는데 어떻게 업데이트를 할수록 사용하기 불편하게 만드는지 이럴꺼면 와우 회원비는 왜받음?,2
쿠팡,정말 유용한앱 입니다,5
쿠팡,"제품 DB에 최대 합포중량 넣어서 관리하고, 포장박스 계산할 때 초과시 박스 분할해주는 기능 구현했다면 곽상자 과자가 그렇게 처참히 부서지지 않았을 것이라 생각합니다.",5
쿠팡,계속 이메일 쓰라고 하니까 제가 똑같은걸 몇번이나썼는데 계속 틀렸다고하네요?!,1
쿠팡,조아요,5
쿠팡,락스크린 광고 정부에서 처벌좀,1
쿠팡,안쓴다 추천하지마라,1
쿠팡,업데이트 작작해라 QR 로그인할 때마다 빡친다,1
쿠팡,며칠전부터 앱 로그인이 풀리고 다시 로그인 하려면 엑세스가 거부되었다는 페이지가 확인됩니다. 재설치 및 캐시 삭제를 진행하여도 안되며 빠른 조치 요청 드립니다.,3
쿠팡,쿠팡앱 설치해도 접속안됨. 브레이브 브라우저에서는 접속 잘됨. 앱 좀 잘만들어 봐여,1
쿠팡,썩어도 준치라고ㅋㅋ,5
쿠팡,마음아 든 물건을 살때 로그인을 하는데 오류라고 안되서 다시 할려는데 00:00시에 다시 시도 하라고 함. 급한데 이러는선 좀 그럼,3
쿠팡,광고수신이건 쿠폰소멸이건 어지간히 띄워라. 수신거부하면 그대로 처리하면 되지 왜 자꾸 띄워서 몇번을 물어보냐,1
쿠팡,메뉴에 와우카드도 없고 쿠팡체험단 메뉴도 없어요 너무 답답해요 지웠다 다시 깔아도 똑같아요,1
쿠팡,악질 기업 쿠팡,1
쿠팡,외국 기업이래도 정도가 있는거지... 이따위로 할꺼면 미국가서 장사해,1
쿠팡,원산지 표시 제대로 안하는 중공산 상품이 버젓이 판매되고 소비자 정보유출 하고 반성없는 이런 나쁜 회사는 망해야함.,1
쿠팡,굿,5
쿠팡,광고 고만띠워라. 디지게. 말안든 네. 못팔아먹어서 한장 헷냐 개짜증난다. 짜구 그러면 이번에 탈퇴 한더. 욕나오네 제다. 중국꺼.,1
쿠팡,ROLLBACK the grid view function!!! 격자보기 기능 돌려놔라,1
쿠팡,마켓컬리 써볼려했는데 배송도 오래걸리고 환불도 불편하고 배송상태도 구리고 쿠팡이 압승 다시 돌아오니 인생이 편함 물건수도 쿠팡이 압승 배송퀄 압승 배송 시간지킴도 압승 마켓걸리 쓰는게 인생의 시간낭비,5
쿠팡,엄... 사기가 많아요 그리고 양심이 없어요 윗물이 탁하기 때문인거같아요,1
쿠팡,회원탈퇴하고 새로운 계정 만드니까 할인쿠폰도 못받고 심지어 와우회원도 막네 ㅋㅋ 싸게사지말라는거 아닌가 그냥,1
쿠팡,"이젠 빠르지도 않고, 물건도 없고, 제일 중요한 건 싸지도 않고 돈 벌어서 다른 나라에 바치고, 싸가지도 없고. 가지가지입니다.",1
쿠팡,앱 설치 시 광고 많아 싫어요 화면 열면 광고 때문에 앱 설치 안 합니다.,2
쿠팡,와우 쿠폰 장난질 그만좀쳐해라,1
쿠팡,"잘쓰고 있는데 뭔놈의 업뎃 을 그리 자주해서 주문, 기록 등 백지 상태 로 ~ 만들고. 앱, 을 지웠다 다시 기껏어렵게 재 설치 했어도 그대로 백지 상태라니 ~ 장사 가 잘돼서 배짱, 부리는지 ~ 조만간 다른 홈쇼핑 을 알아 봐 될것 같네요 ~",1
쿠팡,자꾸 왜 핸드폰을 킬 때 마다 쿠팡앱이 켜지나요,1
쿠팡,사진이 계속 선택 확인해도 자꾸 아무것도 안올라가요 ㅡㅡ 어떻게좀해보셈...,3
쿠팡,참 어이가 없네요 쿠팡이츠 탈퇴하니 쿠팡이 같이 탈퇴가 되어버리는게 이게 말이 됩니까?? 쿠팡이츠랑 쿠팡플레이등은 별개로 운영해야지 통합으로 운영하면 하나만 탈퇴해도 전부 같이 탈퇴가 되는게 쿠팡 운영방식 참 이상하게하네,1
쿠팡,좋아요,5
쿠팡,"쿠팡 이용하기위해 쿠팡 설치하실분 설치 하지 마세요! 문제가 많은 온라인 쇼핑물입니다. 개인 유출은 기본! 사용시 자동 업데이트가 되지 않고! 판매하는 제품 대부분 불량! 무능력자인 쿠팡 관리자 있어 관리가 전혀 안되고 있고 배송기사 대부분 제품을 던지고 요청장소 두는곳에 두지 않고 마음대로 바닦에 던지고 가고, 외부업체 관리하는 쿠팡 관리자! 즉! 무능력자들이 있어 구매자분들이 제품사고 후회하고 욕설까지 하며 리뷰남기고..뭔가? 능력이 없는 사람들의 모여서 쿠팡 온라인 쇼핑몰을 관리하고 있으니 절때 설치나 구매 하지 마세요! 스트레스만 받습니다! 100%리얼로 사용후기 글을 남니다. 제가 쿠팡 설치하고 구매하고 문제가 많다는걸 느꼈고 스트레스도 엄청 받았으며 말로만 약속하고 전혀 개선이 안되는 업체이니 부디 저의글 보시고 참고하시고 다른 온라인 쇼핑몰을 설치해서 구매하시는걸 적극 추천학니다! 괜히 설치하다가 개인유출 당하니 이점 꼭! 참고하세요!",1
쿠팡,잼나요 어쩌다물건시켜요 가끔물건시킬예정이에요 물건이 싸요 가끔사용해요,5
쿠팡,아니 내가 새벽 배송물을 시켰는데 안오는거임 그래서 전화를 했는데 죄송하다고만하고 결제할때 써있지도않은 소리만 하더니만 못받음 쿠팡에서 사지말아라,1
쿠팡,국내온라인쇼핑몰 중 최고였는데 왜 확대보기를 못하게 한거에요? 제품의 특징을 확안할 수가 없자나요? 이해할 수 없네요. 전처럼 페이지 확대보기 가능하도록 해주세요,2
쿠팡,Too much Annoying push notification ads. it auto enables ads after a few days even though I disable it.,1
쿠팡,다는 좋은데 14세 미만 때문에 준비물도 부모님께 허락 받기가 기찮아서 2점요,2
쿠팡,건의 사항이 있습니다. 핸드폰 결제도 할 수있게 바꿔주세요. 구매하려고 사이트에 들어가면 여러가지 사항때문에 구매가 불가능해요😭😭그래서 매번 사이트에 들어가봤자 포기를 반복💦💦💦💦,1
쿠팡,"태블릿으로 앱을 사용하는데, 태블릿을 가로로 길게 두면 화면이 따라와야 되는데, 화면은 세로 형태로만 됩니다. 다른 앱들은 괜찮은데 쿠팡만 안되네요. 뭐가 문제일까요?",3
쿠팡,"올해쿠팡도 힘들지않는 브레이크타임있으면 좋겠습니다(12시밥먹고휴식) 야근🌃도힘드셨을텐데 ""소문의낙원💊💃""으로 나으세요",4
쿠팡,아...업데이트 하지 말걸...,1
쿠팡,어플관리 안하나? 투자받았다고 어플도 배가부르시나?,1
쿠팡,광고 짜증,1
쿠팡,로그인이 안되요 데이터 불러오기 실패라그러고 다른 기기는 로그인잘되는데 이 휴대폰만 안됩니다... 캐시삭제 데이터삭제 다하고 데이터로 로그인도 해보고 앱 삭제했다가 다시 다운해서 해봤는데 다 안돼요..... 어지럽네,1
쿠팡,정보털리더니 배송단가 내리고 그와중에 고유가사태 터지고,1
쿠팡,자꾸 바퀴벌래 마냥 여기저기서 팝업뜨는 쓰레기 앱.,1
쿠팡,앱을 처음 켜면 보이지는 않지만 권한 관련 항목이 떠있는것 같습니다.,4
쿠팡,배송조회에서 상품준비중상태 배송 송장번호도 안나온 상태에서 취소했더니 반품비 15000원 달랍니다 어이상실 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ 쓰지마세요 돈뜯깁니다 ㅋㅋㅋㅋㅋ,1
쿠팡,분명 예전엔 모바일로 화면 보기가 편했었는데 요즘엔 글자 크기가 너무 제각각이라서 보기가 불편해요.. 예를들면 리뷰를 보면 첨에는 글씨가 엄청 크게 나오고 자세히 보기하면 원래 제가 설정해둔 폰트랑 크기로 나오네요 그리구 결제화면에 글자크기가 너무 커서 보기 싫다는 생각이 들 정도에요ㅠㅠ 방금 업데이트를 했는데도 그러네요. 모바일 최적화 좀 부탁드려요!,1
쿠팡,광고가 전화쓰려면 먼저나와 불편함을 느낍니다^^,3
쿠팡,탈팡,1
쿠팡,뭐 제대로 되는게 없네,1
쿠팡,환불할려고 무지성으로 확인버튼 누르다가 기습으로 와우가입창 뜨더니 버튼하나 잘못눌러 돈빼가네 조심해야겠다,1
쿠팡,쿠팡 주문내역 이메일로 보낼 때 폰트 좀 바꿔줘요! 궁서체라서 읽기가 너무 불편함. 옛날 폰트가 더 나았어요.,3
쿠팡,표시되있는 리뷰수하고 실제로 리뷰창 들어가면 나오는 리뷰수하고 리뷰 수 차이가 많이 나는데 왜 오류 안고치나요 좀 고쳐주세요,2
쿠팡,광고시간잡아먹기방식도 너무구닥다리 쿠폰으로 이용자들 기만하기 생색내면 지들딴에는 평판이 좋아질거라고 생각하는건지.. 운영자들 몇명때문에 열심히일하는 쿠팡직원들만 욕먹지,1
쿠팡,앱사용 경험이 아니라 미안합니다. 마지막 포인트 쓸려면 며칠더 필요해서 다시 다운합니다. 쿠팡 망하세요,1
쿠팡,와우 회원 아님 상품 구매 하기가 힘드네요 그냥 쿠팡 지워야겠네요,1
쿠팡,별루,1
쿠팡,저녁시간에 쿠팡이츠로 주문하려고 하니 결제창 넘어갈때 네트워크 연결이 원활하지 않다고 뜨면서 계속 결제가 안됩니다 와이파이 문제도 아니고 데이터로 해봐도 안되고 다른 사람 폰으로 해봐도 안되는거 보니 쿠팡 자체 오류 같은데 아무리 시도해도 안되서 배고프고 짜증나서 배민으로 시켰어요,1
쿠팡,렉걸림,1
쿠팡,"쿠팡 홈 추천은 생각보다 취향 반영이 잘 되는 편이라 만족하면서 사용하고 있습니다. 가끔은 제가 찾으려던 상품이 먼저 떠서 놀랄 때도 있네요. 다만 한 번 눌러봤던 상품이나 잠깐 봤던 카테고리가 계속 반복 추천되는 경우가 있어서 조금 아쉽습니다. 관심 없는 상품이 계속 보이면 홈 화면 피로감도 생기는 것 같아요. 그래서 유튜브처럼 이런 기능이 추가되면 좋겠습니다. - “관심 없음” 또는 “추천 안 함” 기능 - 특정 브랜드/카테고리 추천 제외 - 추천 이유 간단 표시 기능 이런 기능이 생기면 추천 정확도도 더 높아지고, 사용자 입장에서도 훨씬 편하게 사용할 수 있을 것 같습니다.",5
쿠팡,처음들어가자마자 데이터요청실패로 피시 로그인안됩니다,1
쿠팡,좋은 서비스 정말 좋아요,5
쿠팡,쿠페이 비밀번호를 바꾸게 할꺼면 인증번호를 보내야지 보내지도않고 바꾸라카면 어쩌라는거야,1
쿠팡,제가 이번에 사고 싶은게 있었는데 그게 5000원 밖에 안하는데 하나 살려고 19800을 태워야 하는게 어이가 없네요 와우? 같은 걸해야 하나 사도 결제가 되는것은 그냥 돈을 어떻게든 뜯어 먹을려고 하는 거인가요? 그냥 설치 삭제 할께요,1
쿠팡,UI/UX가 너무 불편하게 구성되어 있습니다. 상품 검색 시 정렬방식 선택이 없어졌어요. '리스트'와 '그리드' 선택하는 아이콘이 없어지면서 모바일로 사용시 너무나도 불편합니다. Web상에서는 선택이 가능한데 왜 모바일에서만 안되나요? 예전으로 돌려놔주세요.,2
쿠팡,광고알람 너무심하다 차단해도 동의알림자꾸뜸,1
쿠팡,빠른 배송이 넘 좋고 없는게 없어서 넘 짱이고 할인을 많이 해줘서 너무 좋은거 같다,5
쿠팡,"11번가, 지마켓, 더싸고 하루만에 배송온다!!!!! 매달 내는것도없는데? 아이스크림40개가격이 11번가 두배가격이더라?? 이것뿐이겟나?다른제품은 1분만에 가격뻥튀기ㅋ 쿠팡 마음대로 제품가격올리는거 판매자들도 맘에 안들어함 잔머리쓰는거 하나만 잘하네? 뭐 상관없음 11번가로 갈아타러 간다",1
쿠팡,아니 재가 이노스케 르란디스타 시리즈를 사거든요. 칼이 노랑색이고. 칼이너무 구려요 그리고 맷돼지탈도 너무 구려요 그리고 국육은 거의 핑크색살짝,1
쿠팡,야 왜 자꾸 납치광고를 하는데 그딴식으로 하면 물건을 살거같아? 바이러스야? 하여간 하는 짓거리마다 극혐이지 느그 회사는,1
쿠팡,해킹 → 개인정보 유출 → 보상 못 받음,1
쿠팡,1개도 아까움 할인쿠폰 베너 사기로 떡밥 가입했더니 쿠폰 미발급,1
쿠팡,탈팡,1
쿠팡,촣아요,5
쿠팡,주방서랍이 정리되고 깔끔해졌어요 참 좋아요~~♡♡♡,5
쿠팡,다시 구매하세요?? 명령하지마라,1
쿠팡,한국 소비자들을 개무시하는 쿠팡. 오늘부로 탈팡한다.,1
