(대출기간: 2024.08.01. ~ 2025.07.30.),,,,,,,
순위,등록번호,서명,저자,발행자,청구기호,대출횟수,
316.0,QC0000043305,"(흔한남매) 이상한 나라의 고전 읽기. 2, 전우치전·콩쥐팥쥐전·금오신화",최재훈 글 ; 정주연 그림,아이세움,아만813.5-흔92ㅇ-2,28.0,
317.0,QC0000043152,"토깽이네 지구 구출 대작전. 3, 거대 괴물로부터 바다를 구하라!",토깽이네 원작 ; 잼스토리 글 ; 양선모 그림,위즈덤하우스,아539-토13ㅌ-3,28.0,
318.0,QC0000042965,"놓지 마 과학!. 17, 모카노 왕국의 보물과 밀실 미스터리","신태훈, 나승훈 [공]글·그림",위즈덤하우스,아만400-신883ㄴ-17,28.0,
319.0,QC0000042959,"비밀요원 레너드. 13, 투명인간은 정말 있을까?",박설연 글 ; 김덕영 그림,아울북,아813.8-박54ㅂ-13,28.0,
320.0,QC0000041824,"밥스 패밀리. 3, 학교 괴담의 비밀을 밝혀라",이연지 글 ; 이정화 그림,겜툰,아813.8-이64ㅂ-3,28.0,
321.0,QC0000041499,(코믹 메이플스토리) 수학도둑 : 응용편. 90,송도수 글 ; 서정 엔터테인먼트 그림,서울문화사,아만410-수92ㅅ-90,28.0,
322.0,QC0000041428,"(흔한남매) 이상한 나라의 고전 읽기. 1, 춘향전·토끼전·옹고집전",흔한남매 원작 ; 최재훈 글 ; 정주연 그림,아이세움,아만 813.5-흔92ㅇ-1,28.0,
323.0,QC0000041425,"(나의 성격을 이해하고 더 멋진 내가 되는) 우리들의 MBTI. 1, 성격 유형","조수연, 전판교 [공]글 ; 소윤 그림",다산어린이,아182.12-조56ㅇ-1,28.0,
324.0,QC0000040536,"그리스 로마 신화 : 만화로 읽는 초등 인문학. 28, 트로이아 여인들의 비극",박시연 글 ; 최우빈 그림,아울북,아만219-박58ㄱ-28,28.0,
325.0,QC0000040508,(에그박사의) 채집 일기. 2,에그박사 원작 ; 박송이 글 ; 홍종현 그림,아이세움,아479-에17ㅊ-2,28.0,
326.0,QC0000040297,(코믹 메이플스토리) 수학도둑 : 응용편. 87,송도수 글 ; 서정 엔터테인먼트 그림,서울문화사,아만410-수92ㅅ-87,28.0,
327.0,QC0000040177,"그리스 로마 신화 : 만화로 읽는 초등 인문학. 2, 신들의 왕, 제우스",박시연 글 ; 최우빈 그림,아울북,아만219-박58ㄱ-2,28.0,
328.0,QC0000040043,두근두근 편의점 : 김영진 그림책,김영진 지음,책읽는곰,유813.8-그298ㅊ-88,28.0,
329.0,QC0000039920,(읽으면서 바로 써먹는) 어린이 신체 관용구,한날 글·그림,파란정원,아082-맛68ㅍ-43,28.0,
330.0,QC0000039788,"(흔한남매) 과학 탐험대. 3, 인체","흔한남매 원작 ; 이재국, 이현진 [공]글 ; 김덕영 그림",주니어김영사,아만404-흔92ㄱ-3,28.0,
331.0,QC0000036174,"(손오공의 한자 대탐험) 마법천자문. 51, 찬란하게 빛나라! 빛날 휘輝!",유대영 글 ; 홍거북 그림,아울북,아만711.47-마44ㅇ-51,28.0,
332.0,QC0000036131,"(손오공의 한자 대탐험) 마법천자문. 36, 우리와 함께! 참여할 참(參)",올댓스토리 글 ; 김성재 윤색 ; 홍거북 그림,아울북,아만711.47-마44ㅇ2-36,28.0,
333.0,QC0000036121,"(손오공의 한자 대탐험) 마법천자문. 26, 포효하는 맹수! 사나울 맹(猛)",올댓스토리 글 ; 홍거북 그림,아울북,아만711.47-마44ㅇ2-26,28.0,
334.0,QC0000036094,"(신비아파트) 한자 귀신. 16, 실종된 외계인",김강현 글 ; 김기수 그림,서울문화사,아만711.4-김12ㅎ-16,28.0,
335.0,QC0000036087,"(신비아파트) 한자 귀신. 9, 영혼의 구슬",김강현 글 ; 김기수 그림,서울문화사,아만711.4-김12ㅎ-9,28.0,
336.0,QC0000036086,"(신비아파트) 한자 귀신. 8, 혼돈의 도시",김강현 글 ; 김기수 그림,서울문화사,아만711.4-김12ㅎ-8,28.0,
337.0,QC0000036051,(코믹 메이플스토리) 수학도둑 : 창의편. 57,송도수 글 ; 서정 엔터테인먼트 그림,서울문화사,아만410-수92ㅅ-57,28.0,
338.0,QC0000036034,(코믹 메이플스토리) 수학도둑 : 심화편. 40,송도수 글 ; 서정 엔터테인먼트 그림,서울문화사,아만410-수92ㅅ2-40,28.0,
339.0,QC0000036029,(코믹 메이플스토리) 수학도둑 : 심화편. 35,송도수 글 ; 서정 엔터테인먼트 그림,서울문화사,아만410-수92ㅅ2-35,28.0,
340.0,QC0000036003,(코믹 메이플스토리) 수학도둑 : 기본편. 9,송도수 글 ; 서정은 그림,서울문화사,아만410-수92ㅅ3-9,28.0,
341.0,QC0000035981,"쿠키런 서바이벌 대작전 : 안전상식 학습만화. 25, 부활의 시작 편",김강현 글 ; 김기수 그림,서울문화사,아만372.42-김12ㅋ-25-2,28.0,
342.0,QC0000035946,쿠키런 편의점 과학 상식,임우영 글 ; 이태영 그림,서울문화사,아만404-쿠878ㅅ-25,28.0,
343.0,QC0000035940,쿠키런 슈퍼 영웅 과학 상식,조주희 글 ; 이태영 그림,서울문화사,아만404-쿠878ㅅ-19-2,28.0,
344.0,QC0000035917,"쿠키런 어드벤처 : 쿠키들의 신통방통 지리 여행 : 되살아난 괴물. 43, 빙하 속 자원의 땅 알래스카",송도수 글 ; 서정은 그림,서울문화사,아만980.24-송25ㅋ-43,28.0,
345.0,QC0000035881,"쿠키런 어드벤처 : 쿠키들의 신나는 세계여행. 7, 비엔나",송도수 글 ; 서정은 그림,서울문화사,아만980.24-송25ㅋ-7-2,28.0,
346.0,QC0000035880,"쿠키런 어드벤처 : 쿠키들의 신나는 세계여행. 6, 아테네",송도수 글 ; 서정은 그림,서울문화사,아만980.24-송25ㅋ-6-2,28.0,
347.0,QC0000035857,"Go Go 카카오프렌즈 : 세계 역사 문화 체험 학습만화. 12, 터키",김미영 글 ; 김정한 그림,아울북,아만909-김38ㄱ-12-2,28.0,
348.0,QC0000035856,"Go Go 카카오프렌즈 : 세계 역사 문화 체험 학습만화. 11, 한국 1",김미영 글 ; 김정한 그림,아울북,아만909-김38ㄱ-11-2,28.0,
349.0,QC0000034926,"똥볶이 할멈. 1, 아이들을 지켜라",강효미 글 ; 김무연 그림,슈크림북,아813.8-강95ㄸ-1,28.0,
350.0,QC0000033008,"(설민석의) 세계사 대모험. 8, 중국편 - 진시황제의 비밀","설민석, 김정욱 [공]글 ; 박성일 그림",단꿈아이,아만909-설38ㅅ-8,28.0,
351.0,QC0000032882,(읽으면서 바로 써먹는) 어린이 사자성어,한날 글·그림,파란정원,아082-맛68ㅍ-38,28.0,
352.0,QC0000032692,"그리스 로마 신화 : 만화로 읽는 초등 인문학. 20, 아테네를 구한 영웅 테세우스",박시연 글 ; 최우빈 그림,아울북,아만219-박58ㄱ-20,28.0,
353.0,QC0000032554,(흔한남매) 별난 방탈출. 1,흔한남매 원작 ; 김언정 글 ; 차차 그림,아이세움,아만691-흔92ㅂ-1,28.0,
354.0,QC0000032309,"Go Go 카카오프렌즈 : 세계 역사 문화 체험 학습만화. 17, 러시아",김미영 글 ; 김정한 그림,아울북,아만909-김38ㄱ-17,28.0,
355.0,QC0000032308,"Go Go 카카오프렌즈 : 세계 역사 문화 체험 학습만화. 16, 베트남",김미영 글 ; 김정한 그림,아울북,아만909-김38ㄱ-16,28.0,
356.0,QC0000029636,"Go Go 카카오프렌즈 : 세계 역사 문화 체험 학습만화. 14, 그리스",김미영 글 ; 김정한 그림,아울북,아만909-김38ㄱ-14,28.0,
357.0,QC0000028212,"(카카오프렌즈) 과학탐정단. 2, 인공지능",이람이 글 ; 최우빈 그림,대원키즈,아만400-김57ㄱ-2,28.0,
358.0,QC0000026498,"(설민석의) 세계사 대모험. 1, 프랑스혁명 속으로!","설민석, 잼스토리 [공]글 ; 박성일 그림",단꿈아이,아만909-설38ㅅ-1,28.0,
359.0,QC0000026470,"추리 천재 엉덩이 탐정. 7, 기이한 전망 여관 사건",트롤 글·그림 ; 김정화 옮김,아이세움,아833.8-트295ㅊ-7-2,28.0,
360.0,QC0000025910,"Go Go 카카오프렌즈 : 세계 역사 문화 체험 학습만화. 4, 미국",김미영 글 ; 김정한 그림,아울북,아만909-김38ㄱ-4,28.0,
361.0,QC0000023375,"내일은 실험왕 : 본격 대결 과학실험 만화. 44, 로켓과 핵무기",스토리 a 글 ; 홍종현 그림,아이세움,아만407-내68ㅇ-44,28.0,
362.0,QC0000019517,도티＆잠뜰 3D 프린터 : 상상하여 출력하라!,이봄 글 ; 최대식 그림,대원키즈,아만408-미293ㄷ-3,28.0,
363.0,QC0000018167,위험한 녀석들 위기에서 탈출하라!! : 학교생활 안전상식 편,김윤수 글 ; 김기수 그림,학산문화사,아만657.1-개875ㅎ-2,28.0,
364.0,QC0000010593,방사능에서 살아남기. 1,곰돌이 co. 글 ; 한현동 그림,아이세움(미래엔),아만408-서42ㅇ-36,28.0,
365.0,QC0000010418,미세먼지에서 살아남기 = Survival from fine dust,달콤팩토리 글 ; 한현동 그림,아이세움(미래엔),아만408-서42ㅇ-43,28.0,
366.0,QC0000007803,"(쿠키런) 한자런 : 달리는 쿠키들의 한자 대모험. 6, 열심히 달려 쳇 알의 주인이 되어라!! 주인주! (主)",조주희 글 ; 이태영 그림,서울문화사,아만711.4-한72ㅅ-6,28.0,
367.0,QA0000114919,"반장으로서의 책임과 의무. 4, 수학여행은 재밌었니?",수신지 글·그림,귤프레스,657.1-수58ㅂ-4,28.0,
368.0,QA0000114402,놓지마 정신줄!! : 완전판. 10,"신태훈, 나승훈 [공]지음",웹툰북스,657.3-신883ㄴ-10,28.0,
369.0,QA0000099600,뽀짜툰. 7,채유리 글·그림,북폴리오,657.3-채66ㅃ-7,28.0,
370.0,QA0000046552,놓지마 정신줄!! : 완전판. 3,신태훈 ; 나승훈 [공]지음,웹툰북스,657.3-신883ㄴ-3,27.0,
371.0,QV0000006057,겨울왕국. II,"크리스 벅, 제니퍼 리 [공]감독",SM Life Design Group,"영화 688.6-벅,877ㄱ-2",27.0,
372.0,QC0000047618,"(비밀요원 레너드) 우리말 사무소. 3, 의성어·의태어·맞춤법·고사성어·속담",이향안 글 ; 라임스튜디오 그림,아울북,아710-이93ㅇ-3,27.0,
373.0,QC0000047492,"(흔한남매)과학 탐험대. 0, 과학의 기초",흔한남매 원작 ; 김언정 ; 이현진 [공]글 ; 김덕영 그림,주니어김영사,아만404-흔92ㄱ-0,27.0,
374.0,QC0000047473,"뼈뼈 사우루스. 17, ‘빛의 거인’과 ‘어둠의 드래곤’",암모나이트 글·그림 ; 김정화 옮김,아이세움,아657.1-암35ㅃ-17,27.0,
375.0,QC0000047472,"뼈뼈 사우루스. 1, 뼈뼈 티라노사우루스 '베베'의 모험",암모나이트 글·그림 ; 김정화 옮김,아이세움,아657.1-암35ㅃ-1,27.0,
376.0,QC0000047250,마음 수선,최은영 글 ; 모예진 그림,창비,유813.8-최67ㅁ,27.0,
377.0,QC0000047182,"(무한의 계단)세계여행 GO. 2, 프랑스",김강현 글 ; 김기수 그림,서울문화사,아만980.24-김12ㅅ-2,27.0,
378.0,QC0000047159,"(흔한남매)별난 세계 여행. 2, 고대도시",흔한남매 원작 ; 박시연 글 ; 정주연 그림,아이세움,아980.24-흔92ㅂ-2,27.0,
379.0,QC0000047133,(흔한남매)이상한 나라의 고전 읽기. 5 : 장화홍련전·사씨남정기·이춘풍전,흔한남매 원작 ; 최재훈 글 ; 정주연 그림,아이세움,아만 813.5-흔92ㅇ-5,27.0,
380.0,QC0000047130,수상한 영화관,박현숙 글 ; 유영주 그림,북멘토,아808.9-북34ㅂ-60,27.0,
381.0,QC0000047099,(쿠키런 킹덤)파르페디아 아카데미. 1,권용찬 글 ; 임해봉 그림,아이세움,아 813.8-권65ㅍ-1,27.0,
382.0,QC0000047071,"(정재승의)인간탐구보고서 : 어린이를 위한 뇌과학 프로젝트. 14, 인간, 돈의 유혹에 퐁당 빠지다",정재은 글 ; 김현민 그림,아울북,아511.1813-정73ㅈ-14-2,27.0,
383.0,QC0000047047,"(물리박사 김상욱의)수상한 연구실. 2, 중력: 으악, 유령이다!",김하연 글 ; 정순규 그림,아울북,아420-김92ㅅ-2,27.0,
384.0,QC0000047009,"(설민석의)그리스 로마 신화 대모험. 4, 신들의 전쟁 - 티타노마키아","설민석, 남이담 [공]글 ; 이미나 만화",단꿈아이,아만219.2-설38ㄱ-4,27.0,
385.0,QC0000046950,"쿠키런 서바이벌 대작전 : 안전상식 학습만화. 31, 전설의 드래곤 편",김강현 글 ; 김기수 그림,서울문화사,아만372.42-김12ㅋ-31,27.0,
386.0,QC0000046940,"(이상한) 호랑이 빵집. 3, 진짜 호 셰프를 찾아라!",서지원 글 ; 홍그림 그림,아르볼,아813.8-서78ㅎ-3-2,27.0,
387.0,QC0000046911,"쿠키런 서바이벌 대작전 : 안전상식 학습만화. 37, 바꿀 수 없는 과거 편",김강현 글 ; 김기수 그림,서울문화사,아만 372.42-김12ㅋ-37,27.0,
388.0,QC0000046894,"(손오공의 한자 대탐험) 마법천자문. 21, 하나가 되는 마음! 마음 심(心)",김현수 글 ; 홍거북 그림,아울북,아만711.47-마44ㅇ2-21,27.0,
389.0,QC0000046747,"(정재승의) 인간탐구보고서 : 어린이를 위한 뇌과학 프로젝트. 14, 인간, 돈의 유혹에 퐁당 빠지다",정재은 글 ; 김현민 그림,아울북,아511.1813-정73ㅈ-14,27.0,
390.0,QC0000046720,(흔한남매의) 흔한 호기심 : 일상에서 만나는 과학 상식. 11,흔한남매 원작 ; 안치현 글 ; 유난희 그림,아이세움,아만408-흔92ㅎ-11,27.0,
391.0,QC0000046698,고양이 목욕탕,구사카 미나코 글 ; 기타무라 유카 그림 ; 황진희 옮김,옐로스톤,유808.9-상582ㅇ-5,27.0,
392.0,QC0000046692,(에그박사의) 이건 누구 똥?!. 3,에그박사 원작 ; 박송이 글 ; 김덕영 그림,아이세움,아490-에17ㅇ-3,27.0,
393.0,QC0000046596,"의사 어벤저스 : 어린이 의학 동화. 16, 혈액 질환, 아픈 만큼 자란다!",고희정 글 ; 조승연 그림,가나,아 510.4-고97ㅇ-16,27.0,
394.0,QC0000046560,"왔구마 고구마구마. 4, 비상! 비상! 왔구마학교",전재운 글 ; 쏘울크리에이티브 그림,킨더랜드,아813.8-왔16ㅋ-4,27.0,
395.0,QC0000046506,메멘과 모리,요시타케 신스케 글·그림 ; 권남희 옮김,김영사,아833.8-요58마,27.0,
396.0,QC0000046471,(고민을 들어줘) 닥터 별냥. 1,이지음 글 ; 문채빈 그림,꿈터,아813.8-이78ㄷ-1,27.0,
397.0,QC0000046321,빨간내복야코. 1,빨간내복야코 원작 ; 서후 글·그림,샌드박스스토리키즈,아657.1-빨12ㅃ-1,27.0,
398.0,QC0000045953,낙엽 스낵,백유연 글·그림,웅진주니어,유 808.9-웅78아-55-2,27.0,
399.0,QC0000045889,야옹이 수영 교실,신현경 글 ; 노예지 그림,북스그라운드,아 813.8-신94아-2,27.0,
400.0,QC0000045712,(코믹 메이플스토리) 수학도둑 : 응용편. 96,송도수 글 ; 서정 엔터테인먼트 그림,서울문화사,아만410-수92ㅅ-96,27.0,
401.0,QC0000045709,(신기한 맛) 도깨비 식당. 6,"김용세, 김병섭 [공]글 ; 센개 그림",꿈터,아813.8-김65댜-6,27.0,
402.0,QC0000045677,(코믹 메이플스토리) 수학도둑 : 심화편. 44,송도수 글 ; 서정 엔터테인먼트 그림,서울문화사,아만410-수92ㅅ2-44,27.0,
403.0,QC0000045597,(흔한남매의) 흔한 호기심 : 일상에서 만나는 과학 상식. 10,흔한남매 원작 ; 안치현 글 ; 유난희 그림,아이세움,아만408-흔92ㅎ-10,27.0,
404.0,QC0000045250,"내일은 발명왕 : 본격 대결 과학발명 만화. 38, 음식과 발명",곰돌이 co. 글 ; 홍종현 그림,아이세움,아만507.5-곰25ㄴ-38,27.0,
405.0,QC0000045205,"그리스 로마 신화 : 만화로 읽는 초등 인문학. 35, 로마를 지키려는 자",박시연 글 ; 최우빈 그림,아울북,아만219-박58ㄱ-35,27.0,
406.0,QC0000045161,"Go Go 카카오프렌즈 : 세계 역사 문화 체험 학습만화. 29, 멕시코",김미영 글 ; 김정한 그림,아울북,아만909-김38ㄱ-29,27.0,
407.0,QC0000045133,(코믹 메이플스토리) 수학도둑 : 창의편. 60,송도수 글 ; 서정 엔터테인먼트 그림,서울문화사,아만410-수92ㅅ2-60,27.0,
408.0,QC0000045060,"비밀요원 레너드. 16, 유령선의 비밀을 밝혀라!",박설연 글 ; 김덕영 그림,아울북,아813.8-박54ㅂ-16,27.0,
409.0,QC0000045059,"비밀요원 레너드. 15, UFO가 나타났다!",박설연 글 ; 김덕영 그림,아울북,아 813.8-박54ㅂ-15,27.0,
410.0,QC0000045052,(정브르의) 동물일기 : 극장판 스페셜북,정브르 지음,서울문화사,아490-정47ㄷ,27.0,
411.0,QC0000045030,"그리스 로마 신화 : 만화로 읽는 초등 인문학. 22, 헤라클레스의 열두 과업",박시연 글 ; 최우빈 그림,아울북,아만219-박58ㄱ-22,27.0,
412.0,QC0000045026,"(정재승의) 인간탐구보고서 : 어린이를 위한 뇌과학 프로젝트. 12, 인간은 누구나 더없이 예술적이다",정재은 글 ; 김현민 그림,아울북,아511.1813-정73ㅈ-12,27.0,
413.0,QC0000044967,(코믹 메이플스토리) 수학도둑 : 응용편. 82,송도수 글 ; 서정 엔터테인먼트 그림,서울문화사,아만410-수92ㅅ-82,27.0,
414.0,QC0000044966,"쿠키런 서바이벌 대작전 : 안전상식 학습만화. 9, 지진 편",김강현 글 ; 김기수 그림,서울문화사,아만372.42-김12ㅋ-9,27.0,
415.0,QC0000044945,(수상한 놀이공원) 천옥원. [1] : 전천당 번외편,히로시마 레이코 글 ; 쟈쟈 그림 ; 김정화 옮김,길벗스쿨,아833.8-히295ㅊ-1,27.0,
416.0,QC0000044905,"쿠키런 어드벤처 : 쿠키들의 세계 역사 탐험 : 좀비 지하도시. 53, 비밀의 땅속 지하 세계",송도수 지음 ; 서정은 그림,서울문화사,아만980.24-송25ㅋ-53,27.0,
417.0,QC0000044735,"(설민석의) 한국사 대모험. 25, 정도전 편 - 이상하고 아름다운 도깨비 나라","설민석, 스토리박스 [공]글 ; 정현희 그림",단꿈아이,아만911-설38ㅎ-25,27.0,
418.0,QC0000044524,(읽으면서 바로 써먹는) 어린이 세계사 퀴즈. 1,한날 지음,파란정원,아082-맛68ㅍ-55,27.0,
419.0,QC0000044033,"(신비아파트) 한자 귀신. 7, 책들의 소용돌이",김강현 글 ; 김기수 그림,서울문화사,아만711.4-김12ㅎ-7-2,27.0,
420.0,QC0000044019,(코믹 메이플스토리) 수학도둑 : 응용편. 92,송도수 글 ; 서정 엔터테인먼트 그림,서울문화사,아만410-수92ㅅ-92,27.0,
421.0,QC0000044010,"(정재승의) 인간 탐구 보고서 : 어린이를 위한 뇌과학 프로젝트. 11, 인간을 울고 웃게 만드는 스트레스",정재은 글 ; 김현민 그림,아울북,아511.1813-정73ㅈ-11,27.0,
422.0,QC0000043150,"토깽이네 지구 구출 대작전. 5, 기후 위기에서 지구를 구하라!",토깽이네 원작 ; 잼스토리 글 ; 양선모 그림,위즈덤하우스,아539-토13ㅌ-5,27.0,
423.0,QC0000042313,(자연 생물 관찰 만화) 에그박사. 3,에그박사 원작 ; 박송이 글,아이세움,아만472-에17ㅇ-3-2,27.0,
424.0,QC0000042312,(자연 생물 관찰 만화) 에그박사. 2,에그박사 원작 ; 박송이 글,아이세움,아만 472-에17ㅇ-2=2,27.0,
425.0,QC0000042160,"라바 지구 수비대. 1, 기후 위기",김정욱 글 ; 김정한 그림,다산어린이,아539.9-라42ㄷ-1,27.0,
426.0,QC0000041972,"곤충 탐정 정브르. 1, 장수말벌 비비 실종 사건",정브르 원작 ; 한바리 글 ; 도니패밀리 그림,서울문화사,아495.2-정47가-1,27.0,
427.0,QC0000041836,"쿠키런 서바이벌 대작전 : 안전상식 학습만화. 11, 전기 편",김강현 글 ; 김기수 그림,서울문화사,아만372.42-김12ㅋ-11-2,27.0,
428.0,QC0000041816,"도그맨. 4, 도그맨과 캣키드",대브 필키 지음 ; 노은정 옮김,위즈덤하우스,아843-필878ㄷ2-4,27.0,
429.0,QC0000040876,"(설민석의) 한국사 대모험. 20, 고려의 발전 편- 서희와 거란의 한판 대결!","설민석, 스토리박스 [공]글 ; 정현희 그림",단꿈아이,아만911-설38ㅎ-20,27.0,
430.0,QC0000040840,"의사 어벤저스 : 어린이 의학 동화. 8, 심장병, 너의 마음을 보여 줘!",고희정 글 ; 조승연 그림,가나,아510.4-고97ㅇ-8,27.0,
431.0,QC0000040798,"(흔한남매) 과학 탐험대. 5, 물리 1","흔한남매 원작 ; 이현진, 닥터 스코 [공]글 ; 김덕영 그림",주니어김영사,아만 404-흔92ㄱ-5,27.0,
432.0,QC0000040503,"(무엇이든 해결단) 허팝 연구소. 2, 버니랜드 귀신 대소동",라곰씨 글 ; 김혜승 그림,라이카미,아404-라15ㅎ-2,27.0,
433.0,QC0000040490,"내일은 실험왕 : 본격 대결 과학실험 만화. 50, 빅뱅 우주론",스토리 a. 글 ; 홍종현 그림,아이세움,아만407-내68ㅇ-50,27.0,
434.0,QC0000040487,"내일은 실험왕 : 본격 대결 과학실험 만화. 39, 영양소와 소화",스토리 a. 글 ; 홍종현 그림,아이세움,아만407-내68ㅇ-39,27.0,
435.0,QC0000040486,"내일은 실험왕 : 본격 대결 과학실험 만화. 37, 용해와 용액",스토리 a. 글 ; 홍종현 그림,아이세움,아만407-내68ㅇ-37,27.0,
436.0,QC0000040424,기생충 세계에서 살아남기. 2,곰돌이 co. 글 ; 한현동 그림,아이세움,아만408-서42ㅇ-59,27.0,
437.0,QC0000040294,(코믹 메이플스토리) 수학도둑 : 응용편. 84,송도수 글 ; 서정 엔터테인먼트 그림,서울문화사,아만410-수92ㅅ-84,27.0,
438.0,QC0000040185,그리스 로마 신화:만화로 읽는 초등 인문학,박시연 글;최우빈 그림,아울북:북이십일,아만219-박58ㄱ-27,27.0,
439.0,QC0000040184,"그리스 로마 신화 : 만화로 읽는 초등 인문학. 26, 아킬레우스와 헥토르의 운명을 건 대결",박시연 글 ; 최우빈 그림,아울북,아만219-박58ㄱ-26,27.0,
440.0,QC0000040181,"그리스 로마 신화 : 만화로 읽는 초등 인문학. 9, 에우로페의 위대한 운명",박시연 글 ; 최우빈 그림,아울북,아만 219-박58ㄱ-9,27.0,
441.0,QC0000040178,"그리스 로마 신화 : 만화로 읽는 초등 인문학. 3, 새로운 신들의 탄생",박시연 글 ; 최우빈 그림,아울북,아만219-박58ㄱ-3,27.0,
442.0,QC0000040021,"고양이 해결사 깜냥 : 홍민정 동화. 2, 최고의 요리에 도전하라!",홍민정 지음 ; 김재희 그림,창비,아 813.8-홍38ㄱ-2=2,27.0,
443.0,QC0000039969,(흔한남매) 불꽃 튀는 우리말:초등 국어 고수 되기 프로젝트,흔한남매 원작;한은호 글;유희석 그림,다산어린이:다산북스,아만710-흔92ㅂ-3,27.0,
444.0,QC0000039894,"(기후 위기 해결사) 사이다 탐정. 1, 마카롱 시장님의 사건 의뢰",백명식 글·그림,와이즈만Books,아539.9-사68ㅇ-1,27.0,
445.0,QC0000039804,"(손오공의 한자 대탐험) 마법천자문. 52, 불러 모아라! 모을 모(募)",유대영 글 ; 홍거북 그림,아울북,아만711.47-마44ㅇ-52,27.0,
446.0,QC0000036133,"(손오공의 한자 대탐험) 마법천자문. 38, 지탱해라! 지탱할 지(支)",올댓스토리 글 ; 홍거북 그림,아울북,아만711.47-마44ㅇ2-38,27.0,
447.0,QC0000036128,"(손오공의 한자 대탐험) 마법천자문. 33, 향해라! 향할 향(向)",올댓스토리 글 ; 홍거북 그림,아울북,아만711.47-마44ㅇ2-33,27.0,
448.0,QC0000036124,"(손오공의 한자 대탐험) 마법천자문. 29, 힘을 더해라! 도울 조(助)",올댓스토리 글 ; 홍거북 그림,아울북,아만711.47-마44ㅇ2-29,27.0,
449.0,QC0000036091,"(신비아파트) 한자 귀신. 13, 타락한 신선",김강현 글 ; 김기수 그림,서울문화사,아만711.4-김12ㅎ-13,27.0,
450.0,QC0000036089,"(신비아파트) 한자 귀신. 11, 악귀의 노래",김강현 글 ; 김기수 그림,서울문화사,아만711.4-김12ㅎ-11,27.0,
451.0,QC0000036061,(코믹 메이플스토리) 수학도둑 : 종합편. 67,송도수 글 ; 서정 엔터테인먼트 그림,서울문화사,아만 410-수92ㅅ-67,27.0,
452.0,QC0000036059,(코믹 메이플스토리) 수학도둑 : 종합편. 65,송도수 글 ; 서정 엔터테인먼트 그림,서울문화사,아만410-수92ㅅ-65,27.0,
453.0,QC0000036047,(코믹 메이플스토리) 수학도둑 : 창의편. 53,송도수 글 ; 서정 엔터테인먼트 그림,서울문화사,아만410-수92ㅅ-53-2,27.0,
454.0,QC0000036025,(코믹 메이플스토리) 수학도둑 : 심화편. 31,송도수 글 ; 서정 엔터테인먼트 그림,서울문화사,아만410-수92ㅅ2-31,27.0,
455.0,QC0000035994,"쿠키런 서바이벌 대작전 : 안전상식 학습만화. 38, 수상한 만남 편",김강현 글 ; 김기수 그림,서울문화사,아만372.42-김12ㅋ-38,27.0,
456.0,QC0000035964,"쿠키런 서바이벌 대작전 : 안전상식 학습만화. 8, 용의 협곡 편",김강현 글 ; 김기수 그림,서울문화사,아만372.42-김12ㅋ-8-2,27.0,
457.0,QC0000035960,"쿠키런 서바이벌 대작전 : 안전상식 학습만화. 4, 산과 하늘 편",김강현 글 ; 김기수 그림,서울문화사,아만372.42-김12ㅋ-4-2,27.0,
458.0,QC0000035957,"쿠키런 서바이벌 대작전 : 안전상식 학습만화. 1, 정글 편",김강현 글 ; 김기수 그림,서울문화사,아만372.42-김12ㅋ-1-2,27.0,
459.0,QC0000035945,쿠키런 하이테크 과학 상식,임우영 글 ; 이태영 그림,서울문화사,아만404-쿠878ㅅ-24,27.0,
460.0,QC0000035922,쿠키런 개그 과학 상식,조주희 글 ; 이태영 그림,서울문화사,아만404-쿠878ㅅ-1-2,27.0,
461.0,QC0000035909,"쿠키런 어드벤처 : 쿠키들의 신나는 세계여행. 35, 상트페테르부르크 - 러시아",송도수 글 ; 서정은 그림,서울문화사,아만980.24-송25ㅋ-35-2,27.0,
462.0,QC0000035895,"쿠키런 어드벤처 : 쿠키들의 신나는 세계여행. 21, 서울 - 대한민국",송도수 글 ; 서정은 그림,서울문화사,아만980.24-송25ㅋ-21-2,27.0,
463.0,QC0000035875,"쿠키런 어드벤처 : 쿠키들의 신나는 세계여행. 1, 런던",송도수 글 ; 서정은 그림,서울문화사,아만980.24-송25ㅋ-1-2,27.0,
464.0,QC0000035868,"Go Go 카카오프렌즈 : 세계 역사 문화 체험 학습만화. 3, 일본",김미영 글 ; 김정한 그림,아울북,아만909-김38ㄱ-3-2,27.0,
465.0,QC0000035860,"Go Go 카카오프렌즈 : 세계 역사 문화 체험 학습만화. 15, 브라질",김미영 글 ; 김정한 그림,아울북,아만909-김38ㄱ-15-2,27.0,
466.0,QC0000035853,"놓지 마 과학!. 16, 으스스 숲 캠핑장의 검은 그림자","신태훈, 나승훈 [공]글·그림",위즈덤하우스,아만400-신883ㄴ-16,27.0,
467.0,QC0000035849,"놓지 마 과학!. 12, 정신이 코딩에 정신 놓다 2","신태훈, 나승훈 [공]글·그림",위즈덤하우스,아만400-신883ㄴ-12-2,27.0,
468.0,QC0000035847,"놓지 마 과학!. 10, 정신이 동물에 정신 놓다","신태훈, 나승훈 [공]글·그림",위즈덤하우스,아만400-신883ㄴ2-10,27.0,
