"저작물코드우수저작물 저작물명","우수저작물 저작물명","우수저작물 본문내용","우수저작물 저작물적용일","우수저작물 저작물 분류코드","저작물분류명","우수저작물 저작물 형태명","우수저작물 저작물 형태코드","우수저작물 저작물URL","썸네일파일경로","우수저작물 공개여부","우수저작물 조회수","우수저작물 키워드명","게시판코드","우수저작물 게시판명"
"92806","[안전관리처] 재난대응체계 고도화로 도시기반시설을 안전하게!","공단은 23일, 한국지방재정공제회, 삼성화재해상보험(주)과 업무연속성 관리시스템(BCMS) 공동협력 업무협약을 맺었는데요. 업무연속성관리란? (BCM, Business Continuity Management) 사고, 재해·재난 발생으로 업무중단 위험이 발생할 경우 최대한 이른 시간 내에 핵심 업무를 복구함으로써 기업 경영의 연속성을 유지할 수 있는 경영기법인데요. 쉽게 말해 조직의 중요한 업무가 갑작스런 재해, 재난 등의 사태로 인해 중단될 경우 빠른 시간 내 복구가 가능토록 전략과 계획을 수립하고 이행하는 총체적 활동을 말해요. 서울시민들의 생활과 밀접한 다양한 시설을 관리·운영하는 공단에 아주 중요한 시스템이 되겠죠! 이번 업무협약을 시작으로 12개 자동차전용도로, 서울월드컵경기장, 고척스카이돔,서울시내 25개 지하도상가 등 공단이 관리하는 주요시설에 대한 재난대비 업무관리체계를 더 고도화 할 계획인데요. 먼저 조직의 업무, 기능, 내 ·외부 환경 분석을 토대로 역할, 책임, 권한을 설정하고재난 대응 발생 시 업무 우선순위와 업무연속성 전략, 계획 수립을 통해 BCM정책 및 시스템을 구축하고 위기대응 상황에 따른 실제 훈련을 실시해 시스템을 보완해나가게 됩니다. 향후 성공적인 업무연속성 관리시스템 구축을 토대로 국제표준인증(ISO22301) 취득까지 목표를 하고 있어요!촘촘한 대비와 재난대응체계의 고도화로 안전한 도시기반 서비스를 제공하겠습니다~","2015-12-31","B021","행사","문서","C003","http://www.sisul.or.kr/open_content/publicity/bbs/bbsMsgDetail.do?msg_seq=196&bcd=community&pgno=16","http://www.sisul.or.kr/open_content/com/common/upfiles.do?program=editor&type=image&filenm=eopmuyeonsokseonggwanri_hyeopyaksik(danchesajin).jpg","Y","806","#한국지방재정공제회,#삼성화재해상보험,#업무연속성,#관리시스템,#BCMS,#공동협력,#업무협약","1","서울 이야기 > 서울 사람"
"92838","[공사감독3처] 공사현장에서 실무능력 키우세요!","공사현장에서 실무능력 키우세요! 공단사업장 중 공사를 담당하고 있는 공사감독처에서 운영 중인 맞춤형 현장체험 아카데미를 소개합니다. 현장체험 아카데미는 학교에서 쉽게 체험하기 힘든 공사현장 시공체험 기회를 제공하여 실무형 인재개발 및 진로 탐색에 기여하는 목적으로 실시하고 있는데요. 현장중심의 실무교육으로 취업을 앞 둔 조경학과 학생들에게 좋은 평가를 받고 있습니다. 올해부터는 대학교 뿐만아니라 특성화고등학교와 직업전문학교로 확대 운영하고 있는데요. 고등학교 중 첫 번째로 참여한 고양고등학교 조경인테리어과 학생들의 역동적인 체험현장 모습으로 여러분을 안내할게요! 학생들이 실습 체험을 한 곳은 지하철 9호선 노들역 옆에 위치해 서울시민들의 휴식공간으로 각광받고 있는 노들나루공원 시민쉼터 정비사업 현장이구요. 위 사진은 수목 이식공사의 대표적인 작업인 수목 분뜨기 실습에 앞서 담당 감독이 학생들의 눈높이에서 친절하게 설명하고 있는 모습^^ 학생들이 수목 뿌리분을 녹화마대로 직접 감싸고 있는데요. 녹화마대는 수목이식 시 보온 보습 효과를 주어 수목의 몸살을 방지하는 용도로 쓰입니다! 가끔 도로에서 보신 적 있는 물건이죠! 측량하는 법도 배우고 있습니다. 지정된 대지를 측량, 평가하고 전망의 특성, 기후, 용도 기타 측면 등을 고려해야 아름다운 조경 디자인이 되겠죠! 마지막 단체 사진 한 컷! 미래의 조경전문가를 꿈꾸는 학생들의 열정에 놀라웠고, 밝은 학생들의 기운에 기분 좋은 시간이었습니다! 맞춤형 현장체험 아카데미는 조경 관련 전공 학생들을 대상으로 운영해요. 참여를 원하는 학교의 경우, 서울시설공단 맞춤형 현장체험 아카데미 담당자에게 연락(02-2290-7240,7263)후, 체험신청서를 보내주시면 됩니다. ○ 운영기간 : 2015. 4 ~ 11월 ○ 운영장소 : 조경공사 현장 ○ 운영대상 : 조경 관련 학생(특성화고, 대학교, 직업전문학교) ※ 참여인원 30명 내외, 고교 및 대학생 2학년 이상 ○ 신청방법 : 일정협의 후 신청서 제출","2015-05-27","B021","행사","문서","C003","http://www.sisul.or.kr/open_content/publicity/bbs/bbsMsgDetail.do?msg_seq=36&bcd=community&pgno=30","http://www.sisul.or.kr/open_content/com/common/upfiles.do?program=editor&type=image&filenm=img_7220.jpg","Y","838","#공사감독처,#맞춤형,#현장체험,#아카데미","1","서울 이야기 > 서울 사람"
"92839","[청계천] 환경의 날, 청계천 어린이환경지킴이 출동 준비 완료!","※ 안내 드립니다. 세계 환경의 날 예정되었던 청계천 어린이환경지킴이 행진 행사가 최근 확산되고 있는 메르스 증후군으로 취소되었습니다. 2015년 올해는 청계천이 복원된 지 10주년 되는 해이다. 청계천이 생태적이고, 친환경적인 하천으로 재탄생됨을 기념하고자 6월 5일 환경의날 11시. 청계천을 지키는 미래세대! 청계천어린이환경지킴이와 함께 청계광장에서 지구와 청계천을 사랑하자는 환경캠페인을 진행할 예정이다 청계천어린이환경지킴이는 작년 4월 청계천 주변의 어린이집 8개소와 환경운동연합 그리고 서울시설공단이 청계천 보호와 미래세대의 환경교육 활동에 노력하고자 체결한 공동업무협약(MOU)으로 시작되었다. 청계천어린이환경지킴이는 6~7세 어린이들로 매월 청계천에서 자연과 생태에 관한 교육 및 환경보호 활동을 하고 있다. 이번 행사는 환경운동연합과 함께 청계천어린이환경지킴이 170여명이 청계광장에 모여 청계천의 생태와 범지구적 환경보호의 중요성을 시민들에게 전달하고자, 어린이들이 직접 박스와, 우유곽 등의 재활용 재료를 이용하여 직접 만든 피켓과 어깨띠에 청계천에서 만나 본 동물친구와 식물친구들을 그려 넣고 청계천을 돌며 청계천은 우리의 놀이터!, 지구야, 청계천아 사랑해! 구호와 함께 시민들에게 환경 보호의 중요성을 알릴 예정이다. 또한 어린이들이 환경행진을 할 모전교에서 광통교 사이에는 2014년 한 해 동안 청계천어린이환경지킴이들의 활동 사진 40여점을 전시할 계획이다. 단풍잎처럼 작은 손으로 만든 환경캠페인 도구를 들고, 세상을 향해 던지는 작은 외침들을 듣고 싶다면, 6월 5일 11시 청계광장에서 이 아이들을 만나볼 수 있을 것이다.","2015-05-27","B021","행사","문서","C003","http://www.sisul.or.kr/open_content/publicity/bbs/bbsMsgDetail.do?msg_seq=37&bcd=community&pgno=30","http://www.sisul.or.kr/open_content/com/common/upfiles.do?program=editor&type=image&filenm=20140527_cheonggyecheon_eorini_hwangyeongjicimi_baldaesik066.jpg","Y","839","#메르스,#생태,#친환경","1","서울 이야기 > 서울 사람"
"92744","[지하도상가] 12월 아뜨리애 전시 Happy Christmas! Happy New Year!","Happy Christmas! Happy New Year! 해피 크리스마스! 해피 뉴 이어! 어느새 코끝 시린 겨울입니다. 2015년을 마무리하고 새로운 마음으로 2016년을 맞이할 준비 되셨나요? 을지로 아뜨리愛 갤러리도 올해의 마지막 전시 준비를 마쳤는데요. 12월 아뜨리애는 백은영, 이경화 작가의 따스하고 섬세한 감정이 고스란히 전해지는 일러스트 작품으로 크리스마스와 신년 맞이 풍경을 표현한 작품들을 선보입니다. 잠시나마 한해를 마무리하는 아쉬움과 새해를 맞이하는 설렘을 느껴보실 수 있을 거예요. 먼저 이경화 작가의 작품을 살짝 살펴볼게요! 겨울날 차가운 아침, 따뜻한 볕이 드는 오후, 흰 눈이 펑펑 내리는데 빌딩 숲, 불 밝힌 거리, 하늘에 뜬 별, 새해를 맞이하여 터지는 폭죽 등 겨울을 지나 새해를 맞은 우리에게 익숙한 광경을 작품으로 보여주는데요. 작품을 바라보며 느끼는 감성은 우리 모두가 다르겠지만 작품을 보고 있으면 무심히 흘려보내는 우리 일상의 순간 순간이 소중함을 느낄 수 있는 것 같아요! 다음은 백은영 작가의 작품인데요. 새라는 대상에서 이야기를 출발해서 새들이 자유롭게 날아다니며 친구들을 만나고 다른 공간으로 이동하며 주운 여러 가지 오브제들을 가지고 멋진 크리스마스트리가 완성되는 작품을 선보였어요. 우리 눈에 보이지 않는 곳에서 새들도 그들만의 따뜻한 연말을 위해 부지런히 준비하고 있지 않을까? 하는 상상이 재미있죠! 작가의 따뜻한 상상력이 더해져 동화의 한 장면처럼 평온한 이야기가 담긴 것 같은데요. 아뜨리애 공간 직접 오셔서 일러스트 작품을 만나 보시면 사진과는 다른 따스하고 섬세한 감성을 느끼실 수 있을 거예요~ 행복한 크리스마스 새해를 맞이하는 12월, 아뜨리애와 함께하세요! [해피 크리스마스! 해피 뉴이어!] 展 전시기간 : 2015년 12월 2일~2016년 1월 28일까지 참여작가: 백은영, 이경화 전시장소: 을지로 4가역 아뜨리애 갤러리 (을지로 4가역 7,8번 출구에서 동대문방향) 주관 | 에이컴퍼니 주최 | 서울시설공단 을지로 아뜨리愛는 시민 공모를 통해 태어난 이름으로 서울시민의 자유로운 예술창작공간을 위해 지하철 2호선 을지로4가역과 동대문역사문화공원역사이 지하보도 벽면에 조성된 전시공간입니다.","2015-12-08","B021","행사","문서","C003","http://www.sisul.or.kr/open_content/publicity/bbs/bbsMsgDetail.do?msg_seq=182&bcd=community&pgno=17","http://www.sisul.or.kr/open_content/com/common/upfiles.do?program=editor&type=image&filenm=atteuriaepunggyeong.jpg","Y","744","#크리스마스,#겨울,#을지로","1","서울 이야기 > 서울 사람"
"92745","[도로시설처] 내부순환로 교통통제 ""시민 안전은 지키고 불편은 최소화하겠습니다""","지난 2월 21일(일) 오전에 박원순 시장 주재하에 긴급한 회의가 개최되었습니다. 그리고 내부순환도로 폐쇄가 전격 결정되었습니다. 시민의 안전이 최우선! 안전에 있어서는 1%의 가능성도 곧 100% 매년 이맘때 즈음이면, 서울시설공단은 해빙기를 맞아 시민 안전을 지키기 위한 시설물 안전점검을 일제히 시행합니다. 지난 2월 17일 내부순환도로 정릉천고가를 점검하던 중 정릉천고가를 지지하는 텐던이 파단된 것을 발견했습니다. *텐던 : 15개의 강연선을 묶어 하나의 케이블로 만들어 놓은 것으로, 다리를 정릉천고가를 지지하는 중요 요소(member) 서울시설공단은 긴급히 한국시설안전공단에 점검을 요청하였고, 점검결과 1개의 텐던 끊어짐 이외에도 다른 텐던의 강연선 일부가 끊어지고, 부식되고 있는 것을 확인했습니다. 21일 오전, 박원순 시장을 비롯해 공단 관계자, 전문가와 한국시설안전공단 및 유관기관 등은 대책회의를 개최하였고, 한국시설안전공단의 중대한 결함이 확인됨에 따라 교통통제 등 긴급조치가 필요하다는 권고를 받아 긴급히 교통통제를 결정하였습니다. 무엇보다 시민들의 안전을 최우선으로 하기 위한 조치였습니다. 긴급 교통통제 결정이 되자마자, 공단 직원들은 눈코뜰새 없이 바빠졌습니다. 시민들에게 교통통제 상황을 빠르게 알려야 했고, 내부순환로 진출입 구간마다 바리케이트와 통제 안내판을 준비했습니다. 우회도로 정보를 안내하고, 도로전광표지를 통해 실시간으로 도로 상황 정보도 제공해야 했지요. 뿐만 아니라 교통정보제공 업체와 유관기관들과 긴밀히 협조해서 내부순환도로를 이용하시던 시민들의 불편을 조금이라도 덜기 위해 최선의 노력을 했습니다. 동시에 보수, 보강 공사에 대한 계획과 대책들을 마련했습니다. 최대한 빠르고, 가장 안전하게! 그리고 지난 23일부터 본격적으로 정릉천고가 공사를 시작했습니다. 우선 정릉천고가를 바치는 임식 교각을 설치하게 됩니다. 교각이 설치가 되고 나면 내부순환도로는 다시 열리게 됩니다. 그리고 근본적인 보수, 보강에 들어갈 계획입니다. 시민 여러분 감사합니다. 더 안전한 서울로 보답하겠습니다. 갑작스러운 통행제한에도 침착하게 우회도로를 이용해 주시고, 대중교통을 이용해 주시는 시민 여러분께 감사드리고, 정릉천고가 공사로 인해 소음과 진동, 도로 이용 등에 불편이 있음에도 차분히 협조해 주시는 주민 여러분께 감사드립니다. 더 안전한 서울로 보답하겠습니다! <내부순환도로 통제 관련 시민안내문 보기> http://www.sisul.or.kr/open_content/main/bbs/bbsMsgDetail.do?bcd=notice&msg_seq=5025 <우회도로 정보> http://mediahub.seoul.go.kr/archives/961173 ※ 대중교통 및 우회도로 이용에 대한 문의사항은 120 다산콜센터(국번없이 120)를 이용하여 주시기 바랍니다.","2016-02-29","B021","행사","문서","C003","http://www.sisul.or.kr/open_content/publicity/bbs/bbsMsgDetail.do?msg_seq=225&bcd=community&pgno=13","http://www.sisul.or.kr/open_content/com/common/upfiles.do?program=editor&type=image&filenm=20160226_naebusunhwanro_naebuimiji_132_tile_tile.jpg","Y","745","#정릉천고가,#텐던,#파단,#보수,#보강","1","서울 이야기 > 서울 사람"
"92776","[청계천] 청계천 청혼의 벽에서 사랑을 전하세요!","누구나 한번쯤 영화 러브 액츄얼리의 스케치북 프로포즈처럼 사랑하는 사람에게 사랑의 마음을 전하고 싶어 하실텐데요, 청계천에도 청혼의 벽이라는 멋진 프로보즈 공간이 있답니다. 청혼의 벽은 지하철 2호선 용두역과 신설동 역에서 가까운 청계천 두물다리에 위치하고 있어요! 두물다리는 성북천과 정릉천 2개의 물길이 청계천과 합류하는 지점이라고 해서 지어진 이름이라고 해요~ 서로 다른 환경에서 자란 연인이 사랑하는 사람과 만난다는 상징적인 의미를 부여할 수도 있겠죠! 청혼의 벽은 청계천의 물과 첨단 디지털 영상기법을 활용하여 연인이나 부부의 프로포즈 뿐만 아니라 친구간의 미안한 마음이나 우정을 전하거나 부모님에게 감사의 마음 등을 전할 수 있는 공간입니다. 지난주 금요일에도 여자친구에게 평생 잊지못할 추억을 만들어 주고 싶다면서 인천에 사는 양ㅇㅇ군의 프로포즈가 청혼의 벽에서 있었는데요, 본인이 준비한 동영상과 프로포즈가 하트모양의 분수 및 조명과 어울려져 마치 영화의 한 장면을 영상케 했답니다. 청계천 청혼의 벽은 3월부터 12월까지 매주 수~ 토요일 18시 ~22시까지 일몰 후 운영하며 청계천 청혼의 벽(propose.sisul.or.kr) 사이트에서 누구나 신청할 수 있어요~ 소중한 사람에게 잊을 수 없는 감동을 선물하세요!","2015-05-04","B021","행사","문서","C003","http://www.sisul.or.kr/open_content/publicity/bbs/bbsMsgDetail.do?msg_seq=26&bcd=community&pgno=31","http://www.sisul.or.kr/open_content/com/common/upfiles.do?program=editor&type=image&filenm=dsc_0742.jpg","Y","776","#러브액츄얼리,#스케치북,#프로포즈","1","서울 이야기 > 서울 사람"
"92777","[도로시설처] &prime;시작이 반이다.&prime; 도로시설처 청렴,안전,품질시공 결의대회!","안녕하세요~ 오랜만에 좋은소식을 가지고 찾아뵙습니다. 도로시설처 콘텐츠담당자입니다. 우리가 익히 들어서 알고 있는 말!  시작이 반이다. 다들 알고 계시죠?  이게 무슨 이야기냐?  하실텐데요. 7월23일 자동차전용도로 도로시설물 보수공사 시행 전 청렴, 안전, 품질시공 결의대회 를 개최했답니다! 서울시설공단 오성규 이사장님 께서 자동차전용도로 시설물 보수공사를 앞두고 도급사 대표와 현장소장, 그리고 공사감독인 도로시설처 직원들이 부정부패 척결! 무재해! 고품질! 의 시공을 약속하는 자리에 참석해 주셔서 격려의 말씀을 전해주셨습니다! 먼저, 청렴강의에 앞서 감독대표님과 도급사대표께서 청렴실천 결의 를 멋지게 보여주셨습니다. 결의문을 낭독하고 나니 의지가 불끈 솟는 이유는 무엇일까요? 기술감사 팀장님께서 청렴분야에 대해 강의를 해주셨습니다. 청렴, 아무리 강조해도 지나치지 않을 그 이름! 안전분야 강의에서는 한국산업안전보건공단 양승수 팀장님께서 오셔서 안전에 대한 강의와 또, 많은 격려를 해주셨습니다!! 우리가 무심코 지나쳤던 것들, 조금만 더 조심하면 사고 0%이지 않을까요? 보수공사 시행에 있어 청렴 과 안전 모두 중요합니다. 거기에 품질이 보장이 된다면 너무 완벽합니다. 완벽을 위해 달립니다. 도로시설물 보수공사 품질관리 특강을 해주신 도로시설처 구조물1팀장님 품질관리를 어떻게 해야 할 지 방향을 잡게 되는 강의였습니다. 끝으로 도로시설처 김종대처장님께서 당부말씀 또 도급사의 건의 및 애로사항을 청취하는 시간을 가졌습니다. 도로시설처는 7월말까지 공사 착수보고회 등 철저한 준비를 거쳐 공사를 시행할 예정입니다! 보수공사 착공에 앞서 감독직원 및 도급사 대표와 현장소장이 한 자리에 모여 굳은 결의를 하며 보수공사가 탄탄히 시작되었습니다! 시작이 반이다! 보수공사 전 성공적인 결의대회! 도로시설처, 청렴! 무재해! 고품질의 시공 약속드리겠습니다. 모두 기대하셔도 좋습니다.","2015-07-28","B021","행사","문서","C003","http://www.sisul.or.kr/open_content/publicity/bbs/bbsMsgDetail.do?msg_seq=78&bcd=community&pgno=26","http://www.sisul.or.kr/open_content/com/common/upfiles.do?program=editor&type=image&filenm=dsc00730.jpg","Y","777","#도로시설물,#보수공사,#청렴,#안전,#품질시공,#결의대회","1","서울 이야기 > 서울 사람"
"92808","[청계천관리처] 주말엔 청계천으로 놀러오세요~♬","매주 다양한 행사들로 꽉~~ 차있는 청계천! 먼저 올해 첫 청계천 수상패션쇼의 런웨이 소식 전해드릴게요~ 청계천 물 위에서의 아름다운 워킹을 감상할 수 있는 청계천 수상패션쇼가 지난 4월 23일 올해 처음으로 개최되었습니다~! 이번 수상패션쇼는 청계천& 봄꽃여신이라는 주제로 2016 S/S 시즌의 아름다운 신상 드레스들을 입은 봄꽃여신들이 무대에 올랐답니다. 또한 일반 시민여러분들께서도 직접 모델로 참여하여 예쁜 드레스를 직접 입고 당당한 워킹을 선보이셨는데요! 누가 프로모델인지 모를 정도로 멋진 자태를 뽐내셨답니다~! 이처럼 청계천 수상패션쇼의 런웨이는 누구에게나 열려있습니다! 다음 수상패션쇼는 5월 14일 토요일에 예정되어 있으며 이날 모델 데뷔를 원하시는 분들은 sisulong@sisul.or.kr 혹은 02-2290-6807 문의 GO~GO~! 또한 매월 둘째, 넷째 토요일 오후, 청계천은 거리 공연의 메카로 탈바꿈합니다! 공개 오디션을 거쳐 선정된 거리공연 아티스트들이 청계천 모전교 아래에서 멋진 거리공연을 펼치는 청계천 아트데이가 12월까지 이뤄질 예정입니다. 평범한 거리공연! 아니죠~ 가요부터 요들송, 국악공연, 오카리나 연주 등등 이색적이고 다채로운 공연들이 준비되어 있으니 주말 청계천 나들이 계획 있으신 분들은 꼭 시간 맞춰 들러보세요~♬","2016-04-25","B021","행사","문서","C003","http://www.sisul.or.kr/open_content/publicity/bbs/bbsMsgDetail.do?msg_seq=239&bcd=community&pgno=12","http://www.sisul.or.kr/open_content/com/common/upfiles.do?program=editor&type=image&filenm=6_tile.jpg","Y","808","#수상패션쇼,#런웨이,#워킹,#봄꽃여신","1","서울 이야기 > 서울 사람"
"92809","[장애인콜택시운영처] 제 36회 장애인의날, 아주 특별한 하루!","지난 4월 20일은 제 36회 장애인의 날이었습니다. 장애인의 날은 국민의 장애인에 대한 이해를 깊게하고, 장애인의 재활의욕을 고취하기 위한 목적으로 제정된 기념일인데요~ 이러한 뜻깊은 의미에 동참하고자 장애인콜택시는 무료운행 및 장애어린이 가족 나들이 행사를 시행하였습니다! 먼저, 20일 00시~24시 하루동안 탑승자에게 무료운행 서비스를 제공하였습니다. 이날 이용수요가 증가할 것을 대비하여 평상시보다 50대의 차량을 증차하여 운행하였는데요~ 그 결과 평소보다 이용접수는 18%, 이용은 10%가량 증가하였습니다. 많은 분들에게 무료이용의 혜택을 제공하고자 운전원, 상담원님들도 열심히 업무에 임해주셨습니다 또한, 장애인콜택시에서는 장애인어린이가족들과 아주 특별한 하루를 함께 했는데요~ 일찍부터 선정된 4가족과 함께 서울어린이대공원, 장충체육관 봄나들이를 다녀왔답니다! 어린이대공원 무장애놀이터인 꿈틀꿈틀 놀이터에서 즐겁게 놀기도 하고, 공원 직원의 생생한 설명과 함께 식물원도 함께 구경했답니다. 그리고 여러 귀여운 동물들이 등장하는 즐거운 동물공연도 관람했습니다. 봄나들이에 빼놓을 수 없는 맛있는 도시락 점심을 먹은 후, 다음 코스는 장충체육관! 장충체육관에서 아이들은 현재 내한공연 중인 세계적 마술사 프란츠 하라리의 마술공연을 보았습니다. 프란츠 하라리는 기네스북에까지 등재된 세계에서 가장 거대한 마술을 펼치는 마술사인데요~ 눈이 휘둥그레질 내한공연을 보면서 아이들의 상상력도 무궁무진해지지 않았을까 싶습니다. 이처럼 장애인의날을 맞아 나들이 행사를 진행한 것은 이번이 처음이었는데, 참여한 아이들은 물론 부모님들까지 모두 정말 즐거워하시고, 만족해 하셔서 정말 보람찬 하루였습니다! 특히 아이들의 환한 웃음은 정말 잊을 수 없을 것 같네요^^ 앞으로도 시민 여러분께 웃음과 감동을 전하는 장콜이 될 수 있도록 최선의 노력을 다하겠습니다(^^)/","2016-04-25","B021","행사","문서","C003","http://www.sisul.or.kr/open_content/publicity/bbs/bbsMsgDetail.do?msg_seq=240&bcd=community&pgno=12","http://www.sisul.or.kr/open_content/com/common/upfiles.do?program=editor&type=image&filenm=8(5).jpg","Y","809","#재활의욕,#기념일,#무료운행,#장애어린이,#나들이","1","서울 이야기 > 서울 사람"
"92840","[시정소식] 서울시민 1,000개 스토리 발굴을 위한 마을이야기 공모전","나는 서울시민이다 서울이라 좋다! 서울 사람이라 좋다! 마을을 변화시킨 행동, 따뜻하거나 특별한 이웃, 서울시민이 일궈낸 마을 이야기를 찾습니다! 서울시민 1,000개 스토리 발굴을 위한 <마을이야기 공모전>이 10월 20일까지 진행되요~ 마을에서 살고 있는 나의 이야기, 여러분 이웃의 생생하고 재미있는 이야기를 들려주세요! [서울마을이야기 공모전 안내] ○ 응모대상 서울시민 및 서울에서 생활을 영위하는 자 ○ 공모형태 1,000자 내외의 글(※관련 사진이 있는 경우 첨부 가능) ○ 응모기간 2015.8.17(월) ~ 10월 20일(화) ○ 응모방법 서울시 홈페이지(www.seoul.go.kr) 온라인 접수 ▶ 내 손안에 서울(mediahub.go.kr) ▶ 마을공동체담당관 페이스북(http://www.facebook.com/seoulmaeul) ▶ 마을공동체종합지원센터 홈페이지(www.seoulmaeul.org) ▶ 이메일접수 : seoulmaeul@seoul.go.kr ○ 시상 및 특전 - 공모전 우수자 20명에게 상금 30만원 지급 - 우수작은 지하철승강장 안전문 및 스토리북 사연 게재, 마을탐방 기회 제공 등 ○ 응모 시 유의사항 - 1인 응모작 제한 없음 - 응모 작품은 타 공모전에 출품되지 않은 본인 순수 창작물에 한함 - 심사결과 적합한 당선작이 없는 경우 수상 작품수가 조정될 수 있음 - 수상작으로 선정된 작품의 저작권 및 사용권은 주최기관(서울시)에 귀속되며, 홍보물, 스토리북, 학교교재 등 서울시 마을공동체담당관에서 추진하는 사업의 행사 및 교육자료 등으로 활용됨 - 응모하는 사진과 내용의 초상권, 저작권, 지적소유권, 재산권, 대여권 등의 이용에 법적인 문제가 전혀 없어야 하며, 응모작에 대한 제3자로부터의 법적인 소송과 분쟁이 발생하였을 경우 응모자는 일체의 책임과 비용 부담으로 주최기관을 면책시켜야 함 - 공모전 응모 이야기와 사진 등 모든 작품은 공모전 제출과 공모전 수상 후 공개 자료로 활용되는데 있어 법적인 문제가 없어야 함 - 타인의 창작물을 도용하였거나 제출 형식을 따르지 않은 경우에는 수상 후라도 수상과 상금이 취소될 수 있음 - 공동출품이 가능하나, 우수작 선정시 상금 배분 등의 문제는 공동출품자끼리의 문제이며 주최 기관은 관여하지 않음 - 공모전 수상자 상금의 제세공과금은 수상자가 부담 ○ 시상 및 특전 -공모전 우수자 20명에게 상금 30만원 지급 -우수작은 지하철승강장 안전문 및 스토리북 사연 게재 -마을탐방 기회 제공 등 ○ 당첨자발표 2015.10.30(금) 서울시 홈페이지 게시 및 개별통포 ○ 문의 서울시 마을공동체 담당관 02)2133-6336,6343","2015-08-19","B021","행사","문서","C003","http://www.sisul.or.kr/open_content/publicity/bbs/bbsMsgDetail.do?msg_seq=100&bcd=community&pgno=25","http://www.sisul.or.kr/open_content/com/common/upfiles.do?program=editor&type=image&filenm=maeuliyagigongmojeon.jpg","Y","840","#행동,#이웃,#생활","1","서울 이야기 > 서울 사람"
"92841","[시정소식] 서울 대중교통 발전방안 모색 시민 대토론회에 참여하세요!","서울시는 서울특별시의회와 공동 주최로 대중교통 발전방안 마련을 위한 서울 대중교통 발전방안 모색을 위한 시민 대토론회를 개최해요! 대중교통 서비스를 포함하여 경영 합리성 및 투명성 확보, 요금제도 개선 등에 대한 시민, 전문가 의견을 청취하고 시민 참여를 기반으로 한 대중교통 거버넌스를 마련하기 위한 자리인데요. 토론회는 서울 대중교통 현황과 비전에 대한 설명을 시작으로 대중교통 요금제도 및 안전, 서비스 개선방안과 시민 참여 기반의 대중교통 거버넌스 구축 방안 등의 주제 발표와 토론이 진행된다고 합니다. 일반 시민 및 시민단체, 전문가 등 2백 여 명이 모인 가운데 펼쳐질 이번 토론회에 많은 분들의 참여와 관심 부탁드려요~ 일시 8.26(수) 18:00~21:00 장소 서울시청 다목적홀(신청사 8층) 참석대상 시민, 시민단체, 전문가, 유관기관 등 약 200여명 참여방법대중교통에 관심 있는 시민 누구나 참여 가능 * 인적사항(이름, 성별, 연령, 거주지, 연락처, 이메일 주소, 직업 등)을 기재해 8/24(월) 6시 전까지 이메일(mriskim@seoul.go.kr) 접수 주최 서울특별시, 서울특별시의회 주관 서울특별시 세부 프로그램 [주제발표] 주제 1 서울 대중교통의 현황과 비전 (교통기획관) 주제 2 대중교통 요금제도 및 안전－서비스 개선방안 (서울연구원 이신해박사) 주제 3 시민참여기반 대중교통 거버넌스 구축방안 (공공교통네트워크 김상철 정책위원) [그룹별 토론] 아이디어 도출 및 정리, 추가적인 아이디어 의견 제시 방법 안내 문의 ☏ 02-2133-2234 (자세한 사항은 서울시 홈페이지 www.seoul.go.kr 를 참조해주세요.","2015-08-19","B021","행사","문서","C003","http://www.sisul.or.kr/open_content/publicity/bbs/bbsMsgDetail.do?msg_seq=101&bcd=community&pgno=25","http://www.sisul.or.kr/open_content/com/common/upfiles.do?program=editor&type=image&filenm=0824.jpg","Y","841","#요금제도,#거버넌스,#비전,#서비스","1","서울 이야기 > 서울 사람"
